asin,text,title,location,date,verified,rating
3485a56f6e676,The Much Better,Awesome,Hyderabad,1 month ago,True,5
3485a56f6e676,"Just awesome!!I switch to iPhone 14 from iPhone 12. The powerful chipset gives you smooth performance. No lags, no fancy UI, just delivers the best of it. Camera is best. Battery giving a full day. Speaker sounds wide and clear. Must buy!!",Must buy!,Bhubaneswar,10 months ago,True,5
3485a56f6e676,Camera cinematic next level🔥🔥,Terrific purchase,Davanagere,9 months ago,True,5
3485a56f6e676,Very attractive Must buyLove It❤️❤️,Classy product,Gaya,10 months ago,True,5
3485a56f6e676,Absolutely Awesome,Super!,Bhubaneswar,6 months ago,True,5
3485a56f6e676,Camera is superb.nice phone,Classy product,Madurai,8 months ago,True,5
3485a56f6e676,"It's a apple device .. that means you get the good old ios . No performance issue , supper ram and power management . My slightly distasteful remark would be on its camera .",Fabulous!,Kolkata,9 months ago,True,5
3485a56f6e676,Decent purchase:),Brilliant,Gurugram,10 months ago,True,5
3485a56f6e676,An absolute beast. This is what you expect after paying such amount. Everything is perfect about this phone from build quality to camera to performance. Absolutely worth it.,Super!,Dankuni,9 months ago,True,5
3485a56f6e676,Great picture quality. Performance is good as always. The important addition is the cinematographic video recording,Super!,Bengaluru,6 months ago,True,5
3485a56f6e676,"Happy to have iPhone 14. Wonderful phone specially because of Powerful camera😍, perfect screen size and potentially battery life make it worthy.",Fabulous!,Bagula,10 months ago,True,5
3485a56f6e676,"Absolutely Awesome, Switching to iPhone was not easy but once i started using this phone. I am loving it.",Best in the market!,Sopore,8 months ago,True,5
3485a56f6e676,After a losts of efforts when you get then Just Awesome 😊,Must buy!,Purbi Singhbhum,8 months ago,True,5
3485a56f6e676,Suddenly power off  every 2 -3 min and battery percentage changes and Flipkart not replace  mobile,Don't waste your money,Kekri,8 months ago,True,1
3485a56f6e676,Very poor delivery service. I didn't exchange the phne and delivery executive charged me extra then what was required to pay and after calling flipkart customer very poor response from them . Not with buying goods for flupkart,Don't waste your money,Noida,1 month ago,True,1
3485a56f6e676,I switch  from x r  to 14 great experience Best display and sound quality and some fabulous changes in camera is also.great,Classy product,Jaipur,4 months ago,True,5
3485a56f6e676,"Totally in love with my new iphone 14. Battery backup is amazing which I never expected from Apple to be very honest.Built quality is excellent and it looks premium. Camera quality is excellent as well. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images.",Classy product,New Delhi,9 months ago,True,5
3485a56f6e676,Nice,Good choice,Indore,10 months ago,True,4
3485a56f6e676,Excellent camera 😍,Mind-blowing purchase,Tadipatri,7 months ago,True,5
3485a56f6e676,Just wow😍😘,Terrific purchase,Khowai,7 months ago,True,5
3485a56f6e676,Excellent build quality. Much faster and smoother,Simply awesome,New Delhi,9 months ago,True,5
3485a56f6e676,"My 1st IOS device so far good😊Midnight Black the best you can have, the Camera quality is excellent along with the multitasking performance. Go for it!",Wonderful,Bicholim,"Sep, 2022",True,5
3485a56f6e676,What a phone.,Classy product,New Town,10 months ago,True,5
3485a56f6e676,Nice looking phone.,Great product,Sulthan Bathery,"Oct, 2022",True,5
3485a56f6e676,Thanks Flipkart for this all new iPhone without any problem I got it and I'm finally Shifted 5 years later  redmi not 5 pro to new. iPhone 14 i really do hard work for this thing Last 8 month  Thanks 😊 I'm happy 😁 ❤️,Delightful,Kolkata,10 months ago,True,4
3485a56f6e676,Nice,Classy product,Secunderabad,11 months ago,True,5
3485a56f6e676,Excellent camera😊,Mind-blowing purchase,Gurugram,6 months ago,True,5
3485a56f6e676,Looking Awesome ✨✨,Excellent,Salem,10 months ago,True,5
3485a56f6e676,Love IPhone Dream IPhone..💜😍✌️🖤,Brilliant,Solapur,9 months ago,True,5
3485a56f6e676,Best phone but same as Iphone 13. There is no difference in 13 and 14.,Simply awesome,Ankleshwar,11 months ago,True,5
3485a56f6e676,awesome build quality and features,Excellent,Pune,7 months ago,True,5
3485a56f6e676,Purchase on First day sale in BBD23.Will share full review after use.I am shifting from Android to IPhone.,Terrific,New Delhi,1 month ago,True,5
3485a56f6e676,Really an overall great product,Super!,Patna,8 months ago,True,5
3485a56f6e676,iphone is great Canera qulity is best Battery is powerful All dizine bestWork all best All over best,Classy product,Manesar,4 months ago,True,5
3485a56f6e676,Loved it 👍,Simply awesome,Dakshin Dinajpur District,8 months ago,True,5
3485a56f6e676,Best Phone in market.,Simply awesome,New Delhi,9 months ago,True,5
3485a56f6e676,Awesome camera,Best in the market!,Gaya District,10 months ago,True,5
3485a56f6e676,Best in the market. Camera quality awesome Battery easily goes for a daySpeakers are really good.,Great product,Ballia District,8 months ago,True,5
3485a56f6e676,4 out of 5 Phone was so handy and superb,Really Nice,Kakkanad,9 months ago,True,4
3485a56f6e676,"Review after a week Overall a powerful package for photo, video and gaming. Only thing which could have been better is battery, though it works whole day with low usage , but extensive use it would not go beyond half day.Camera 4/5Pictures in full zoom- 3Sound quality- 5/5Display- 4.5/5Performance- 5",Wonderful,Bengaluru,8 months ago,True,5
3485a56f6e676,"I've recieved defective product and no one is taking responsibility of it nowFlipkart saying go to apple, apple saying ask Flipkart for replacement.The wifi is not getting connected and once it gets connected, it keeps getting disconnected after 5 minutes and when I'm playing any live video on the phone it's keeps lagging and hang in the middle. So frustrating.",Worthless,Ghaziabad,1 month ago,True,1
3485a56f6e676,Very good phone,Perfect product!,New Delhi,10 months ago,True,5
3485a56f6e676,This is my first IOS device and I like it..I gifted this to my younger brother and he loved it. iPhone in-hand feel is damn premium 🙌🏻 also the camera quality is top notch to be honest I bought this phone only for smooth processor and camera quality. Just go for it,Worth every penny,Ahmadnagar,7 months ago,True,5
3485a56f6e676,Very smooth and camera is awesome 😍,Classy product,Gurugram,6 months ago,True,5
3485a56f6e676,"Best in class in all the aspects. Top notch performance for display, camera and everything.",Best in the market!,Pune,9 months ago,True,5
3485a56f6e676,My First iphone experience even though its 60hz refresh rate but feels so smooth and optimized and performance is top notch🔥..if u r looking for an iphone 13..go for i phone 14 trust me u will love it❤️,Simply awesome,New Delhi,7 months ago,True,5
3485a56f6e676,Nice,Brilliant,Mahimapur,"Nov, 2022",True,5
3485a56f6e676,Five stars for the iPhone and Zero star for Flipkart exchange policy.My exchange phone was in good condition but still during exchange the price was reduced drastically.I was aware of this exchange scam and decided not to give the old phone.,Slightly disappointed,Thane,29 days ago,True,2
3485a56f6e676,awesome phone..i switched from android to ios first time and became a big fan of ios. Performance is excellent and display camera everything is awesome❤️❤️.,Perfect product!,Mandi District,6 months ago,True,5
3485a56f6e676,Best Performance,Perfect product!,Burdwan,7 months ago,True,5
3485a56f6e676,Value for money product if you get the deal around 65 k .,Perfect product!,Berhampur,10 months ago,True,5
3485a56f6e676,Nice one,Awesome,Barnala,9 months ago,True,5
3485a56f6e676,Love it,Excellent,Imphal,9 months ago,True,5
3485a56f6e676,I'm happy with the phone and the deal I got from the Flipkart.,Worth every penny,Sopore,9 months ago,True,5
3485a56f6e676,Best camera phone,Excellent,Jsw Steel Plant Township,8 months ago,True,5
3485a56f6e676,Amazing Product 😇💯,Worth every penny,New Delhi,10 months ago,True,5
3485a56f6e676,Good one got it around 67k . This is my first Apple mobile. Took time to get habituated to apple eco system but worth the wait. Simple and easy.,Excellent,Palacole,7 months ago,True,5
3485a56f6e676,It looks so pretty 🫣❤️,Classy product,Tiruttani,9 months ago,True,5
3485a56f6e676,Quality + Performance + Integrity = Apple Inc,Best in the market!,Bangalore,10 months ago,True,5
3485a56f6e676,"No doubt, awesome product, go for it",Just wow!,Ghaziabad,9 months ago,True,5
3485a56f6e676,Simply superb so farNo complaints as of nowPhone was delivered within one day after order,Terrific purchase,Konkan Division,4 months ago,True,5
3485a56f6e676,I using this mobile for 2 days before I using Samsung m30 so..... This iPhone was very handy Performance a15 bionic with 6 core processorWe can't find the difference day to day life soo...this is awesome next camera camera is top notch I don't how to tell in words this very good camera same as dslr and videos is soo good quality but action mode is take 2.8k resolution and in dimlight is was sooo bad so while you take with action use gimbal ..... And over all the phone very good 👍,Simply awesome,Walajapet,6 months ago,True,5
3485a56f6e676,Best quality,Mind-blowing purchase,Mukerian,10 months ago,True,5
3485a56f6e676,sound quality is very good 👍,Fabulous!,Jaipur,24 days ago,True,5
3485a56f6e676,Nice Cinematic Video and Portrait photography,Must buy!,Purba Bardhaman District,6 months ago,True,5
3485a56f6e676,You ever Heard the word Satisfaction...Yesss that is exactly how it feels to have it.,Great product,Una,10 months ago,True,5
3485a56f6e676,I just love this phone  for the 1st time and the performance is awesome  just wow camera quality battery everything is awesome . I prefer anyone who can use this phone . Iphone using it for the 1st time never getting any problem . Just thank you Flipkart for providing me these at low cost as compared to retail shops . Thank you Flipkart and Apple . Just love it .,Just wow!,Tinsukia,9 months ago,True,5
3485a56f6e676,"I wanted to buy yellow colour but that was not delivering on my pin code so went for this colour.After receiving this, I have no regression.Love this.iPhone heats a lot because of its built. Its frame is steel and the back is glass but it has great things when it gets hot, it restricts some features to cool it down.The camera is good, sometimes it misses focus.Performance is the best part of it.",Great product,New Delhi,6 months ago,True,5
3485a56f6e676,Over heating normal use,Useless product,Rangapara,22 days ago,True,1
3485a56f6e676,Amazing camera❤️❤️❤️,Just wow!,Mapusa,8 months ago,True,5
3485a56f6e676,Amazing deviceI switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough money,Perfect product!,Thakurdwara,10 months ago,True,5
3485a56f6e676,"Excellent Smartphone, Amazing Picture quality, Good sound quality",Delightful,Rosera,9 months ago,True,5
3485a56f6e676,I think this is wow what a performance camera too good love it,Classy product,Patna,4 months ago,True,5
3485a56f6e676,I simply love it🥰🥰🥰🥰🥰Camera quality 🥰🔋😍😍Very happy 😊,Terrific purchase,New Delhi,10 months ago,True,5
3485a56f6e676,Awesome deal Tq Flipkart.IPhone 14 was powerfully packed 5G .Battery is good.Cameras next level .finally iPhone 14 is superb.loved It,Great product,Tirupati,9 months ago,True,5
3485a56f6e676,Superb performance,Fair,Kantabanji,9 months ago,True,3
3485a56f6e676,"Genuine and nice,worthy upgrade considering technical enhancements over IPhone 13(may not be for 13 users),like better sensor and low light performance, extra 2gb ram,5 core Gpu(as in 13 pro) and  longer ios support.New ios 16 is stable.Flipkart service is good.",Classy product,Dharwad,11 months ago,True,5
3485a56f6e676,Camera and battery Quality us best in this segment,Super!,Rourkela,9 months ago,True,5
3485a56f6e676,iPhone 14 starlight 🤍 beautiful design excellent camera great battery. I think it is better than previous year iPhone 13. Go for it 👌,Excellent,Ghaziabad,9 months ago,True,5
3485a56f6e676,Good,Perfect product!,New Delhi,9 months ago,True,5
3485a56f6e676,"Very good purchase.i bought it for my wife as a Padwa gift.but just my views on purchasing this expensive phone- if you are using Iphone very lower version go for it but if you are already in iphone 13 or 11 do not spend money,its not worth.no much change.but if you have lots of money then go for it.wife was using iphone 7 hence i purchased this latest one.now no purchase atleast for 6 years. iphone 7 also used 5 years and believe me it has no issues at all, but the only problem was batte...",Classy product,Pune,"Nov, 2022",True,5
3485a56f6e676,"Great phone with great capabilities 🔥Excellent camera 📸Processor same as my 13pro New blue colour is awesome ❤️I have :- 14pro . 13pro . 12. 12mini . Also new this one iphone 14 . One thing is common in all have , there is no lag till the date. The one thing I always said it is what it is🔥🔥",Classy product,Behea,10 months ago,True,5
3485a56f6e676,"Very disgusting, my iphone battery health goes 99% within 22 days of purchasing. Even I'm not played a single game 👎👎👎",Useless product,Etah,3 months ago,True,1
3485a56f6e676,Very nice,Simply awesome,Hanamkonda,10 months ago,True,5
3485a56f6e676,Good nice trusted i checked everything i was conserned about weather I'll get fooled by delivery and all but it was new i checked everything as people used to say we get refurbished phone no it was good new fresh,Terrific purchase,Bengaluru,6 months ago,True,5
3485a56f6e676,Thanks for Flipkart,Nice product,Mankapur,11 months ago,True,4
3485a56f6e676,I don't know why people never talk about its heat issue.. i was Android user first time using iphone 14.. bro it heat like tawa when charging. And even normal use too. I was planning to buy Google 7 but then I saw so much user saying Google 7 have heat issue so I decided spend some more money go for iphone as lots of people never say any negative for iphone... Trust me I will never buy iPhone again...,Unsatisfactory,Karoran,1 month ago,True,1
3485a56f6e676,No issues with product but flipkart services very bad,Absolute rubbish!,Sangrur District,3 months ago,True,1
3485a56f6e676,Superb quality,Super!,Nagpur,9 months ago,True,5
3485a56f6e676,"Iphone 14 Awesome 😍😍 . Easy to carry i phone . Light weight. And very effective in daily usage. Battery is effective according to daily usage. Pictures, sound output, is always the best.Camera is always amazing ( cinematic video is wow). Colour is awesome 🙂🙂 overall very good 😊😊",Good quality product,Changodar Gidc,9 months ago,True,4
3485a56f6e676,Superb,Fair,Gakulpur,10 months ago,True,5
3485a56f6e676,Do I need to write a review? The name is enough. Apple ❤️😂,Terrific,Mumbai,1 month ago,True,5
3485a56f6e676,"Better than iphone 13. Especially that 13 number is considered unlucky. Moreover, better camera, battery, quality. And finally, color purple is very nice Namaste🙏",Worth every penny,Ghaziabad,10 months ago,True,5
3485a56f6e676,Nice camera.Amazing night mode.Battery performance good. Loving it.,Great product,Bidhan Nagar,4 months ago,True,5
3485a56f6e676,I love the product. Love the camera.,Perfect product!,Noida,9 months ago,True,5
3485a56f6e676,Worth buying....,Super!,Giridih District,4 months ago,True,5
3485a56f6e676,Astounding,Awesome,Kollam,9 months ago,True,5
3485a56f6e676,Don't buy..... More heating,Horrible,Malappuram District,7 months ago,True,5
3485a56f6e676,Mic not working,Did not meet expectations,Moradabad,4 months ago,True,1
3485a56f6e676,"The iPhone 14 is a solid choice for those looking for a high-quality smartphone experience. The camera is top-notch, the performance is smooth, and the design is sleek and modern. However, there are a few drawbacks to consider when comparing it to Android phones.One of the biggest cons of the iPhone 14 is its lack of customization options. Apple has a strict policy on what apps and features can be used on their devices, which can be frustrating for users who want more control over their pho...",Decent product,Bengaluru,9 months ago,True,3
3485a56f6e676,Product is amazing as expected from iphone. Got this recently in a sale with a whopping price of 63k including all discounts. Loving it!!!!,Must buy!,Haldwani,10 months ago,True,5
3485a56f6e676,Handy. Premium felling,Does the job,Maldah District,9 months ago,True,3
3485a56f6e676,Superb camera and performance... Battery life is also good.... Great Display and awesome looks... 60hz refresh rate is better than android 90hz... Loved it ❤,Must buy!,Dharmanagar,6 months ago,True,5
3485a56f6e676,Nice Phone.,Fabulous!,Howrah,10 months ago,True,5
3485a56f6e676,Thanks Flipkart service is fine nd it comes in a 2 days.product is genuine nd I love it,Pretty good,Khutar,11 months ago,True,4
3485a56f6e676,It's a perfect mobile. Comfortable in hands... Size is good. Looks so classy. For me it's the best,Fabulous!,Sauli Khad Industrial Area,11 months ago,True,5
3485a56f6e676,Best one. Have not used a better mobile than this yet. currently one of the best phone in the market.,Fabulous!,Mumbai,10 months ago,True,5
3485a56f6e676,"First iPhone I'm so excited 🙃 It is wonderful, good battery performance for gamer ✌️",Excellent,Hyderabad,9 months ago,True,5
3485a56f6e676,"Unnecessary am taking iPhone 14 totally waste of my money..phone is too much heated while charged like china mobiles any time may blast..even fully charged within 3,4 hours usage charge comes to 🪫",Not recommended at all,Hyderabad,6 months ago,True,1
3485a56f6e676,good. Go for it...,Must buy!,Kolkata,1 month ago,True,5
3485a56f6e676,"Defective product,green line issue",Absolute rubbish!,Pimpri Chinchwad,1 month ago,True,1
3485a56f6e676,Good,Good choice,Kanpur,5 months ago,True,4
3485a56f6e676,"I was an android user since six years ,Upgraded to iPhone 14 and it is worth itFeatures are next level 👍",Brilliant,Sambalpur,5 months ago,True,5
3485a56f6e676,Best smartphone I can get my hands on till this point of my life.,Mind-blowing purchase,Pune,8 months ago,True,5
3485a56f6e676,"No two ways , it's a great product, I haven't used iPhone before, this feels real good phone , great battery life , iOS is really better in stability and speed",Brilliant,Nagpur,10 months ago,True,5
3485a56f6e676,Overall good product,Awesome,Barbigha,"Nov, 2022",True,5
3485a56f6e676,"The product is fine, the buying experience was horrible. Better to avoid buying anything from Flipkart.",Useless product,Pune,3 months ago,True,1
3485a56f6e676,Please do not buy anything from Flipkart especially electronics with an exchange. I received iPhone 14 but the old phone was nerve picked up for an exchange and it has been 20 days now without an update.,Did not meet expectations,Pune District,26 days ago,True,1
3485a56f6e676,Nice phone but improvement of design,Value-for-money,Bareilly Division,1 month ago,True,4
3485a56f6e676,"I am very happy with the purchase , i was confused between blue and yellow but yellow is very bright and refreshing color and look different  blue is also nice but after putting back cover we can not differentiate if its is iphone 13 or 14 better go for yellow iphone its very bright and attractive lot of people asked me if i bough new iphone or something thankyou flipkart now comes to the performance battery is good display is very smooth looks very premiums n feels very premium. Go for it",Terrific,Hyderabad,6 months ago,True,5
3485a56f6e676,Flipkart sold a cosmetically defective product and never took ownership and replaced it. Terrible customer support and issue resolution from the team. Please never buy high value goods from Flipkart. Don't waste your money. Buy directly from Apple; their customer support is excellent.,Waste of money!,Bengaluru,18 days ago,True,1
3485a56f6e676,Battery percentage dropped 4%in 2 months,Moderate,Bengaluru,3 months ago,True,2
3485a56f6e676,Great performance,Must buy!,Pune,9 months ago,True,5
3485a56f6e676,Best product,Value-for-money,Mathura District,9 months ago,True,4
3485a56f6e676,Battery very low time not supporting Flipkart,Did not meet expectations,Ongole,6 months ago,True,1
3485a56f6e676,Bad refresh rate at this price point. It looks way too slow after using Android phone above 90 hz display,Terrible product,Sultanganj,9 months ago,True,1
3485a56f6e676,"✓Comfortable, high-end build✓OLED screen looks fantastic✓A15 chip performs great✓Good camera upgrades✓Dependable battery life",Great product,Gaya,10 months ago,True,5
3485a56f6e676,Highly recommended best price since launch loud speaker is amazing display is another world nothing to say it's overall quite amazing phone dont think ggo for it,Simply awesome,Kolkata,10 months ago,True,5
3485a56f6e676,Battery performance too low,Don't waste your money,Bengaluru,10 months ago,True,1
3485a56f6e676,No words,Worth every penny,Bengaluru,"Sep, 2022",True,5
3485a56f6e676,All rounder phoneHandy phoneBest camera battery performance,Terrific purchase,Rahata,3 months ago,True,5
3485a56f6e676,Nyc phone,Fabulous!,Takhlibilar Pathar,9 months ago,True,5
3485a56f6e676,I don't like colour and speed is very slow,Terrible product,New Delhi,23 days ago,True,1
3485a56f6e676,"Hang issue , feels like used slow iphone",Absolute rubbish!,Faridabad,29 days ago,True,1
3485a56f6e676,🍎Apple 14 i like it,Great product,Tapi District,1 month ago,True,5
3485a56f6e676,"Powerful A15 Bionic chipLong-lasting battery lifeImproved camerasNew Cinematic mode for videoSleek and durable designSharp and vibrant display5G connectivityiOS 16 with new features and customizationsAvailable in four colors: Midnight, Starlight, Product Red, and Purple",Classy product,Hisar,1 month ago,True,5
3485a56f6e676,Best iPhone ever,Terrific,Patna,5 months ago,True,5
3485a56f6e676,Excellent.,Highly recommended,Agartala,6 months ago,True,5
3485a56f6e676,Nice performance,Great product,East Godavari District,7 months ago,True,5
3485a56f6e676,Perfect as per reputation of the iPhone. Having pride of owning this piece of iPhone- Assembled in India 🇮🇳,Great product,Noida,7 months ago,True,5
3485a56f6e676,Great product,Wonderful,Sasaram,8 months ago,True,5
3485a56f6e676,I was a little sceptical about the red color but it looks premium. Amazing feel and touch. Love it..,Classy product,Navi Mumbai,8 months ago,True,5
3485a56f6e676,Pic quality is good,Awesome,Hyderabad,8 months ago,True,5
3485a56f6e676,Received original and genuine product on 16 febuaryThanks flipkart,Classy product,Itanagar,9 months ago,True,5
3485a56f6e676,"I Phine 14 ☺️Nice Product 👍 , Good Quality 👍 , i am very Happy 😊",Terrific,Raipur,9 months ago,True,5
3485a56f6e676,Premium Product,Mind-blowing purchase,Mubarakpur,9 months ago,True,5
3485a56f6e676,nice 😍,Awesome,Gurugram,9 months ago,True,5
3485a56f6e676,Loved it,Terrific,Hazaribagh,9 months ago,True,5
3485a56f6e676,"The iPhone 14 a gorgeous design, full 5G support, great cameras and strong performance. However, you don't get a 120Hz display or telephoto lens.Greet work flipkart your agent is really supportive.",Excellent,New Delhi,1 month ago,True,5
3485a56f6e676,Performance of phone is not satisfying. Camera performance is very poor in comparison to other I phone 14. It seems that we have received defective model.,Moderate,Indore,1 month ago,True,2
3485a56f6e676,Good overall camera. Good specifications. But according to me S23 performs slightly better in terms of photos and portraits.,Mind-blowing purchase,Kumarghat,2 months ago,True,5
3485a56f6e676,Awesome picture quality,Terrific purchase,New Delhi,4 months ago,True,5
3485a56f6e676,Excellent phone,Excellent,Bareilly,7 months ago,True,5
3485a56f6e676,Nice,Wonderful,New Delhi,10 months ago,True,5
3485a56f6e676,THE product is genuinely awesome.. and can't stop my etes from looking into the product.. Awesome work by APPLE and good customer support from seller and Flipkart...THANKS FOR THE PRODUCT... GO FOR IT,Must buy!,Anantnag,10 months ago,True,5
3485a56f6e676,Good....,Terrific,Chanpatia,9 months ago,True,5
3485a56f6e676,Best camera,Fabulous!,Rewari,7 months ago,True,5
3485a56f6e676,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery.",Terrific purchase,Kolkata,6 months ago,True,5
3485a56f6e676,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfied,Must buy!,Bawal,9 months ago,True,5
3485a56f6e676,I am so happy to have first time i phone 14. My experience is outstanding to have this phone.But i wanted to have i phone 18 fortunately i have this now.,Highly recommended,Bathinda,"Oct, 2022",True,5
3485a56f6e676,Facing heating issues while playing video and using camera,Waste of money!,New Delhi,9 months ago,True,4
3485a56f6e676,Worst phone,Did not meet expectations,Purnia,3 months ago,True,1
3485a56f6e676,I switched to 14 from Xr means LCD to OLED DISPLAY😍And the display was just awesomeBattery is effective according to daily usageTop notch performance Best in class mobile 👌🏼,Wonderful,Bhimavaram,7 months ago,True,5
3485a56f6e676,Recommended,Mind-blowing purchase,Gurugram,8 months ago,True,4
3485a56f6e676,Looking 🔥..i lv this,Mind-blowing purchase,Sahatwar,8 months ago,True,5
3485a56f6e676,Awesome.. packed well and safe delivery.,Worth every penny,Coimbatore,8 months ago,True,5
3485a56f6e676,Good,Really Nice,Kollam District,8 months ago,True,4
3485a56f6e676,The colour is fantastic ☺️ and performing very well value for money,Terrific purchase,Noida,9 months ago,True,5
3485a56f6e676,Superb camera quality,Fabulous!,Rangia,5 months ago,True,5
3485a56f6e676,"First ever experiencing Iphone. Being an android user and switching over to Iphone and using it for a day makes me a step away from android. 1.Top Class Performance2. High defined Camera and Cinematic Video 3. Pocket friendly comparing pro and plus models4. Have a concern on Battery , though drains on a single day usage - It doesnt means a negative feedback since its 20W Charger charged from 3 to 60 at a time of 10 minutes. I was too surprised- The best class in Apple Series.Last but n...",Wonderful,Chennai,5 months ago,True,5
3485a56f6e676,Good,Classy product,Araria District,10 months ago,True,5
3485a56f6e676,"Hi, after using this device for 6months these are my experiences.1.) Light weight device, easy to carry in pocket.2.) Amazing battery backup.3.) Apps performance are good.4.) Sim network coverage is not Upto the mark, even with slight network drop tower goes off. Same SIM card has full network on another device but with this model of iPhone it is not the case.5.) Always have to switch between flight mode and normal to get the sim network.6.) Noise cancellation is missing, After paying c...",Just okay,Bengaluru,4 months ago,True,3
3485a56f6e676,Amazing.loved this colour.,Worth every penny,Baliapur,7 months ago,True,5
3485a56f6e676,The device is heating up on the first day itself,Useless product,Ghaziabad,9 months ago,True,1
3485a56f6e676,Amazing picture quality❤️👌🏼👌🏼,Terrific,South Twenty Four Parganas District,14 days ago,True,5
3485a56f6e676,Awesome device form apple just go for it and main point is Flipkart delivery facility is best.,Terrific,Faridabad,17 days ago,True,5
3485a56f6e676,Hang hang hang,Utterly Disappointed,Rohtak,29 days ago,True,1
