asin,text,title,location,date,verified,rating
3485a56f6e676,Gifting the iPhone 14 to my wife on her birthday was a fantastic decision. She absolutely loves it! The camera upgrades have brought so much joy to her daily life. She can't stop raving about the picture quality and how it helps her capture our family moments beautifully. The elegant design also resonates with her taste. It's not just a phone; it's become an integral part of her daily routine and her favorite gift ever. Seeing her happy with it makes it a great choice for me.,Just wow!,Vadodara,1 month ago,True,5
3485a56f6e676,Phone is good but battery drains too much,Very Good,Chandigarh,1 month ago,True,4
3485a56f6e676,I bought iPhone 14 in big billion days. Very happy. Excellent Product deliveryExcellent hapticsExcellent PerformanceExcellent CameraExcellent In hand feelExcellent Eco System if u have other apple products❤️ From Ooty Thank you Flipkart for the big billion days 🎉,Terrific,The Nilgiris District,1 month ago,True,5
3485a56f6e676,Good camera quality,Simply awesome,Bangalore Urban,1 month ago,True,5
3485a56f6e676,Superb,Highly recommended,Ilambazar,1 month ago,True,5
3485a56f6e676,"Thank you Flipkart, I am very happy with the phone, thank you very much, it is a very good phone.❤️😍☺️",Worth every penny,Vaishali District,2 months ago,True,5
3485a56f6e676,Pic quality is improvised.. lighter weight .. grip is better 😎🤓😎 I enjoyed it !!,Value-for-money,Bhagalpur,7 months ago,True,4
3485a56f6e676,Best,Best in the market!,Patna,8 months ago,True,5
3485a56f6e676,"I had upgraded from XR to 14.. So it’s amazing❤️ But if you are already using 13 means, either upgrade it to 14 pro or don’t buy this.Ditto as iPhone 13.",Great product,Madurai,8 months ago,True,5
3485a56f6e676,This is not really an upgrade from my iphone 13 but it's okay. I'll suggest if you're having iPhone 12 or 13 then use that only because you won't find any big upgrade if compared to.,Mind-blowing purchase,Bhabua,10 months ago,True,5
3485a56f6e676,Best,Just wow!,Rajpur Sonarpur,10 months ago,True,5
3485a56f6e676,Build quality is very bad after days speaker is not warm fine,Worst experience ever!,Gurugram,10 months ago,True,1
3485a56f6e676,"Everything is well and good. But camera performance in artificial light is not upto the mark. Battery mAH is less, however you can handle it smartly.",Brilliant,Gakulpur,9 months ago,True,5
3485a56f6e676,Videos from this are just awesome. Performance top notch as expected from apple.,Just wow!,New Delhi,9 months ago,True,5
3485a56f6e676,Super,Good quality product,Bahraich,10 months ago,True,4
3485a56f6e676,Nice,Classy product,Rishikesh,9 months ago,True,5
3485a56f6e676,Outstanding product,Perfect product!,Nakodar,"Sep, 2022",True,5
3485a56f6e676,Heating issues,Utterly Disappointed,Gurugram,7 months ago,True,1
3485a56f6e676,"I got with in a day after I ordered,really happy with the product and service",Perfect product!,Hyderabad,10 months ago,True,5
3485a56f6e676,Lovely phone.. camera is very good 👍Awesome product.....,Terrific purchase,Kolkata,10 months ago,True,5
3485a56f6e676,"Battery charge very fastly with my macbook adapter  but I'm worried if they don't damage battery health Overall phone is good.Camera: Photo: 4/5, Vedio:5/5 Best for vlogging.Audio: 5/5 Very Loud.Display: 4.5/5 i did not like Yellowish colourtrue tone.Battery: 4/5 ok but if they give charger free then I'm  so happy or over heat during charging.Performance: 4.5/5 okay for daily use.",Terrific purchase,New Delhi,1 month ago,True,5
3485a56f6e676,"Cameras quality is 🤩, all rounder phone",Great product,Darbhanga District,1 month ago,True,5
3485a56f6e676,Great product at this price range i am very happy to get this product,Awesome,New Delhi,10 months ago,True,5
3485a56f6e676,Amazing phone 😍😍Nice performanceAll are good 👍🏻Nice look and best camera,Simply awesome,Gurugram,10 months ago,True,5
